Reference, Cell Type, Cell Name, Count
"in_moldcave_07","Interior","Raven Rock, Mine",2
"in_moldcave_10","Interior","Raven Rock, Abandoned Mine Shaft",1
"in_moldcave_form10","Interior","Raven Rock, Mine",3
"in_moldcave_sroom2_00","Interior","Raven Rock, Mine",12
"in_moldcave_sroom4_01","Interior","Raven Rock, Mine",10
"in_moldcave_sroom4_03","Interior","Raven Rock, Mine",2
"in_moldcave_sroom4_04","Interior","Raven Rock, Mine",2
"in_moldcave_stal30","Interior","Raven Rock, Mine",1
"in_moldcave_stal50","Interior","Raven Rock, Mine",2
"in_mudcave2_00","Interior","Draugr Test",1
"in_mudcave2_01","Interior","Draugr Test",1
"in_mudcave2_02","Interior","Draugr Test",1
"in_mudcave2_03","Interior","Draugr Test",1
"in_mudcave2_04","Interior","Draugr Test",1
"in_mudcave2_05","Interior","Draugr Test",1
"in_mudcave2_06","Interior","Draugr Test",1
"in_mudcave2_08","Interior","Draugr Test",2
"in_mudcave2_09","Interior","Draugr Test",1
"in_mudcave2_end","Interior","Draugr Test",2
"in_nord_fireplace_01","Interior","Skaal Village, Bronrod the Roarer's House",1
"in_nord_fireplace_01","Interior","Skaal Village, Erna the Quiet's House",1
"in_nord_fireplace_01","Interior","Skaal Village, Ice-Mane's Hut",1
"in_nord_fireplace_01","Interior","Skaal Village, Ingmar's House",1
"in_nord_fireplace_01","Interior","Skaal Village, Lassnr's House",2
"in_nord_fireplace_01","Interior","Skaal Village, Rigmor's Hut",1
"in_nord_fireplace_01","Interior","Skaal Village, Shaman's Hut",1
"in_nord_fireplace_01","Interior","Skaal Village, The Blodskaal's House",1
"in_nord_fireplace_01","Interior","Skaal village, Snedbrir the Smith",1
"in_nord_fireplace_01","Interior","Solstheim, Graring's House",1
"in_nord_fireplace_01","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"ingmar","World","Isinfier Plains Region(-20,20)",1
"ingred_ash_yam_01","Interior","Raven Rock, Sabinus Oranius' House",1
"ingred_bread_01","Interior","Fort Frostmoth, Armory",6
"ingred_bread_01","Interior","Fort Frostmoth, Carius' Chambers",2
"ingred_bread_01","Interior","Fort Frostmoth, General Quarters",6
"ingred_bread_01","Interior","Fort Frostmoth, Imperial Cult Shrine",4
"ingred_bread_01","Interior","Raven Rock, Afer Flaccus' House",2
"ingred_bread_01","Interior","Skaal Village, Bronrod the Roarer's House",1
"ingred_bread_01","Interior","Skaal Village, Ice-Mane's Hut",3
"ingred_bread_01","Interior","Skaal Village, Ingmar's House",1
"ingred_bread_01","Interior","Skaal Village, Lassnr's House",1
"ingred_bread_01","Interior","Skaal Village, Shaman's Hut",1
"ingred_bread_01","Interior","Skaal Village, The Greathall",3
"ingred_bread_01","Interior","Skaal village, Snedbrir the Smith",3
"ingred_bread_01","Interior","Solstheim, Geilir the Mumbling's Dwelling",1
"ingred_bread_01","Interior","Solstheim, Graring's House",1
"ingred_chokeweed_01","Interior","Skaal Village, Shaman's Hut",1
"ingred_crab_meat_01","Interior","Fort Frostmoth, General Quarters",3
"ingred_crab_meat_01","Interior","Skaal Village, The Greathall",1
"ingred_daedras_heart_01","Interior","Skaal Village, Lassnr's House",1
"ingred_diamond_01","Interior","Mark's Script Testing Cell",1
"ingred_diamond_01","Interior","Solstheim, Castle Karstaag, Karstaag's Chambers",3
"ingred_diamond_01","Interior","Solstheim, Castle Karstaag, Throne Room",1
"ingred_diamond_01","Interior","Solstheim, Chamber of Song",1
"ingred_diamond_01","Interior","Solstheim, Fjell",11
"ingred_diamond_01","Interior","Solstheim, Gyldenhul Barrow",3
"ingred_emerald_01","Interior","Mark's Script Testing Cell",1
"ingred_emerald_01","Interior","Skaal Village, Bronrod the Roarer's House",1
"ingred_emerald_01","Interior","Solstheim, Castle Karstaag, Throne Room",1
"ingred_emerald_01","Interior","Solstheim, Cave of Hidden Music",1
"ingred_emerald_01","Interior","Solstheim, Chamber of Song",1
"ingred_emerald_01","Interior","Solstheim, Gyldenhul Barrow",3
"ingred_emerald_01","Interior","Solstheim, Varstaad Caves",1
"ingred_fire_petal_01","Interior","Skaal Village, Shaman's Hut",1
"ingred_ghoul_heart_01","Interior","Skaal Village, Lassnr's House",1
"ingred_gold_kanet_01","Interior","Skaal Village, Shaman's Hut",1
"ingred_hound_meat_01","Interior","Fort Frostmoth, General Quarters",4
"ingred_hound_meat_01","Interior","Skaal Village, The Greathall",1
"ingred_human_meat_01","Interior","Skaal Village, Lassnr's House",1
"ingred_marshmerrow_01","Interior","Fort Frostmoth, General Quarters",4
"ingred_moon_sugar_01","Interior","Solstheim, Castle Karstaag, Banquet Hall",3
"ingred_moon_sugar_01","Interior","Solstheim, Uncle Sweetshare's Workshop",4
"ingred_muck_01","World","Isinfier Plains Region(-20,20)",16
"ingred_pearl_01","Interior","Solstheim, Gyldenhul Barrow",1
"ingred_rat_meat_01","Interior","Fort Frostmoth, General Quarters",3
"ingred_rat_meat_01","Interior","Skaal Village, Bronrod the Roarer's House",3
"ingred_rat_meat_01","Interior","Solstheim, Graring's House",3
"ingred_ruby_01","Interior","Mark's Script Testing Cell",1
"ingred_ruby_01","Interior","Solstheim, Castle Karstaag, Throne Room",1
"ingred_ruby_01","Interior","Solstheim, Cave of Hidden Music",1
"ingred_ruby_01","Interior","Solstheim, Chamber of Song",1
"ingred_ruby_01","Interior","Solstheim, Gyldenhul Barrow",3
"ingred_saltrice_01","Interior","Raven Rock, Sabinus Oranius' House",1
"ingred_scrap_metal_01","Interior","Skaal village, Snedbrir the Smith",5
"ingred_scrib_jelly_01","Interior","Fort Frostmoth, General Quarters",2
"ingred_scrib_jerky_01","Interior","Fort Frostmoth, General Quarters",2
"ingred_udyrfrykte_heart","Interior","Solstheim, Thirsk",1
"ingred_wolfsbane_01","Interior","Skaal Village, Lassnr's House",1
"iron boots","Interior","Fort Frostmoth, Armory",1
"iron boots","Interior","Raven Rock, Smith",1
"iron dagger","Interior","Fort Frostmoth, Armory",1
"iron dagger","Interior","Fort Frostmoth, General Quarters, Upper Level",2
"iron longsword","Interior","Fort Frostmoth, Armory",1
"iron spear","Interior","Fort Frostmoth, Armory",1
"iron_bracer_right","Interior","Fort Frostmoth, Armory",2
"iron_cuirass","Interior","Raven Rock, Smith",1
"iron_greaves","Interior","Fort Frostmoth, Armory",1
"iron_greaves","Interior","Raven Rock, Smith",1
"iron_helmet","Interior","Fort Frostmoth, Armory",1
"iron_shield","Interior","Fort Frostmoth, Armory",1
"iron_towershield","Interior","Fort Frostmoth, Armory",1
"jeleen","Interior","Fort Frostmoth, Imperial Cult Shrine",1
"keerasa_tan","Interior","Solstheim, Sjobal",1
"key_Mzahnch_chest","Interior","Mark's Script Testing Cell",1
"key_nuncius2","Interior","Fort Frostmoth, Armory",1
"kjolver","Interior","Solstheim, Kjolver's Dwelling",1
"kolfinna","Interior","Solstheim, Kolfinna's Dwelling",1
"korst wind-eye","Interior","Skaal Village, Shaman's Hut",1
"lassnr","Interior","Skaal Village, Lassnr's House",1
"light_com_candle_03","Interior","Fort Frostmoth, Armory",1
"light_com_candle_03","Interior","Fort Frostmoth, Carius' Chambers",1
"light_com_candle_03","Interior","Fort Frostmoth, General Quarters",1
"light_com_candle_03","Interior","Fort Frostmoth, Supply Room",1
"light_com_candle_03_64","Interior","Fort Frostmoth, Armory",2
"light_com_candle_03_64","Interior","Fort Frostmoth, Imperial Cult Shrine",3
"light_com_candle_04_64","Interior","Skaal Village, Bronrod the Roarer's House",1
"light_com_candle_04_64","Interior","Skaal Village, Erna the Quiet's House",1
"light_com_candle_04_64","Interior","Skaal Village, Rigmor's Hut",1
"light_com_candle_04_64","Interior","Skaal Village, The Blodskaal's House",1
"light_com_candle_04_64","Interior","Solstheim, Thirsk",1
"light_com_candle_04_64","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"light_com_candle_05_64","Interior","Fort Frostmoth, Armory",2
"light_com_candle_05_64","Interior","Fort Frostmoth, Carius' Chambers",2
"light_com_candle_05_64","Interior","Fort Frostmoth, General Quarters, Upper Level",2
"light_com_candle_05_64","Interior","Fort Frostmoth, Imperial Cult Shrine",1
"light_com_candle_06_64","Interior","Raven Rock, Gidar Verothan's House",2
"light_com_candle_06_64","Interior","Skaal Village, The Greathall",1
"light_com_candle_06_64","Interior","Solstheim, Thirsk",3
"light_com_candle_07","Interior","Raven Rock, Afer Flaccus' House",2
"light_com_candle_07","Interior","Raven Rock, Garnas Uvalen's House",3
"light_com_candle_07","Interior","Raven Rock, Gratian Caerellius' House",1
"light_com_candle_07","Interior","Raven Rock, Sabinus Oranius' House",1
"light_com_candle_07","Interior","Raven Rock, Sados Relothan's House",1
"light_com_candle_07","Interior","Raven Rock, Seler Favelnim's House",1
"light_com_candle_07","Interior","Raven Rock, Uryn Maren's House",2
"light_com_candle_07_128","Interior","Skaal Village, Rigmor's Hut",1
"light_com_candle_07_128","Interior","Skaal Village, The Blodskaal's House",1
"light_com_candle_07_157","Interior","Solstheim, Gandrung Caverns",2
"light_com_candle_07_157","Interior","Solstheim, Geilir the Mumbling's Dwelling",2
"light_com_candle_07_64","Interior","Raven Rock, Trader",2
"light_com_candle_07_64","Interior","Skaal Village, Ice-Mane's Hut",1
"light_com_candle_07_64","Interior","Skaal Village, Ingmar's House",1
"light_com_candle_07_64","Interior","Skaal Village, Lassnr's House",1
"light_com_candle_07_64","Interior","Skaal Village, The Greathall",1
"light_com_candle_07_64","Interior","Skaal village, Snedbrir the Smith",1
"light_com_candle_07_64","Interior","Solstheim, Thirsk",1
"light_com_candle_07_77","Interior","Raven Rock, Afer Flaccus' House",1
"light_com_candle_07_77","Interior","Raven Rock, Garnas Uvalen's House",1
"light_com_candle_07_77","Interior","Raven Rock, Gidar Verothan's House",2
"light_com_candle_07_77","Interior","Raven Rock, Gratian Caerellius' House",1
"light_com_candle_07_77","Interior","Raven Rock, Sabinus Oranius' House",1
"light_com_candle_07_77","Interior","Raven Rock, Sados Relothan's House",1
"light_com_candle_07_77","Interior","Raven Rock, Seler Favelnim's House",1
"light_com_candle_07_77","Interior","Raven Rock, Uryn Maren's House",2
"light_com_candle_07_77","Interior","Raven Rock, Vacant House",3
"light_com_candle_09","Interior","Solstheim, Benkongerike",1
"light_com_candle_09_128","Interior","Raven Rock, Bar",1
"light_com_candle_09_128","Interior","Raven Rock, Factor's Estate",2
"light_com_candle_09_64","Interior","Skaal Village, Lassnr's House",1
"light_com_chandelier_01_128","Interior","Skaal Village, Bronrod the Roarer's House",2
"light_com_chandelier_01_128","Interior","Skaal Village, Erna the Quiet's House",1
"light_com_chandelier_01_128","Interior","Skaal Village, Ice-Mane's Hut",2
"light_com_chandelier_01_128","Interior","Skaal Village, Lassnr's House",2
"light_com_chandelier_01_128","Interior","Skaal Village, Shaman's Hut",1
"light_com_chandelier_01_128","Interior","Solstheim, Graring's House",2
"light_com_chandelier_01_128","Interior","Solstheim, Thirsk",3
"light_com_chandelier_01_128","Interior","Solstheim, Uncle Sweetshare's Workshop",2
"light_com_chandelier_01_177","Interior","Skaal Village, Ingmar's House",2
"light_com_chandelier_02","Interior","Skaal village, Snedbrir the Smith",1
"light_com_chandelier_03","Interior","Raven Rock, Afer Flaccus' House",1
"light_com_chandelier_03","Interior","Raven Rock, Bar",7
"light_com_chandelier_03","Interior","Raven Rock, Factor's Estate",2
"light_com_chandelier_03","Interior","Raven Rock, Garnas Uvalen's House",1
"light_com_chandelier_03","Interior","Raven Rock, Gidar Verothan's House",2
"light_com_chandelier_03","Interior","Raven Rock, Gratian Caerellius' House",1
"light_com_chandelier_03","Interior","Raven Rock, Sabinus Oranius' House",1
"light_com_chandelier_03","Interior","Raven Rock, Sados Relothan's House",1
"light_com_chandelier_03","Interior","Raven Rock, Seler Favelnim's House",1
"light_com_chandelier_03","Interior","Raven Rock, Smith",1
"light_com_chandelier_03","Interior","Raven Rock, Trader",1
"light_com_chandelier_03","Interior","Raven Rock, Uryn Maren's House",1
"light_com_chandelier_03","Interior","Raven Rock, Vacant House",2
"light_com_chandelier_03_128","Interior","Skaal Village, Rigmor's Hut",1
"light_com_chandelier_03_128","Interior","Skaal Village, The Blodskaal's House",1
"light_com_chandelier_04","Interior","Skaal Village, The Greathall",2
"light_com_chandelier_04_128","Interior","Solstheim, Thirsk",1
"light_com_lamp_01","Interior","Fort Frostmoth, Armory",2
"light_com_lamp_01","Interior","Fort Frostmoth, Curtain Wall",16
"light_com_lamp_01","Interior","Fort Frostmoth, General Quarters",5
"light_com_lamp_01","Interior","Fort Frostmoth, Imperial Cult Shrine",3
"light_com_lamp_01","Interior","Fort Frostmoth, Supply Room",4
"light_com_lamp_01_175","Interior","Raven Rock, Afer Flaccus' House",1
"light_com_lamp_01_175","Interior","Raven Rock, Gidar Verothan's House",5
"light_com_lamp_01_175","Interior","Raven Rock, Gratian Caerellius' House",3
"light_com_lamp_01_175","Interior","Raven Rock, Seler Favelnim's House",5
"light_com_lamp_01_175","Interior","Raven Rock, Vacant House",3
"light_com_lamp_01_77","Interior","Raven Rock, Bar",6
"light_com_lamp_01_77","Interior","Raven Rock, Smith",2
"light_com_lamp_01_77","Interior","Raven Rock, Trader",2
"light_com_lamp_01_77","Interior","Solstheim, Kjolver's Dwelling",2
"light_com_lamp_01_77","Interior","Solstheim, Kolfinna's Dwelling",4
"light_com_lamp_02_128","Interior","Skaal Village, The Greathall",2
"light_com_lamp_02_177","Interior","Solstheim, Gloomy Cave",3
"light_com_lantern_01","Interior","Raven Rock, Smith",1
"light_com_lantern_01_128","Interior","Skaal Village, Bronrod the Roarer's House",1
"light_com_lantern_01_128","Interior","Skaal Village, Erna the Quiet's House",2
"light_com_lantern_01_128","Interior","Skaal Village, Ice-Mane's Hut",2
"light_com_lantern_01_128","Interior","Skaal Village, Ingmar's House",3
"light_com_lantern_01_128","Interior","Skaal Village, Lassnr's House",2
"light_com_lantern_01_128","Interior","Skaal Village, Shaman's Hut",1
"light_com_lantern_01_128","Interior","Skaal village, Snedbrir the Smith",2
"light_com_lantern_01_128","Interior","Solstheim, Graring's House",1
"light_com_lantern_01_128","Interior","Solstheim, Uncle Sweetshare's Workshop",2
"light_com_lantern_01_256","Interior","Raven Rock, Afer Flaccus' House",1
"light_com_lantern_01_256","Interior","Raven Rock, Factor's Estate",2
"light_com_lantern_01_256","Interior","Raven Rock, Garnas Uvalen's House",1
"light_com_lantern_01_256","Interior","Raven Rock, Gidar Verothan's House",1
"light_com_lantern_01_256","Interior","Raven Rock, Gratian Caerellius' House",1
"light_com_lantern_01_256","Interior","Raven Rock, North Storehouse",1
"light_com_lantern_01_256","Interior","Raven Rock, Sabinus Oranius' House",1
"light_com_lantern_01_256","Interior","Raven Rock, Sados Relothan's House",1
"light_com_lantern_01_256","Interior","Raven Rock, Seler Favelnim's House",2
"light_com_lantern_01_256","Interior","Raven Rock, Smith",1
"light_com_lantern_01_256","Interior","Raven Rock, South Storehouse",1
"light_com_lantern_01_256","Interior","Raven Rock, SouthEast Storehouse",1
"light_com_lantern_01_256","Interior","Raven Rock, Trader",1
"light_com_lantern_01_256","Interior","Raven Rock, Uryn Maren's House",1
"light_com_lantern_02_128","World","Skaal Village(-20,25)",3
"light_com_lantern_02_128","World","Skaal Village(-20,26)",2
"light_com_lantern_02_128","World","Thirsk(-19,23)",1
"light_com_lantern_02_256","World","Skaal Village(-20,26)",1
"light_com_lantern_02_64","World","Skaal Village(-20,25)",1
"light_com_lantern_bm_unique","World","Skaal Village(-20,26)",1
"light_com_lantern_sweetie1","World","Isinfier Plains Region(-20,21)",2
"light_com_lantern_sweetie2","World","Isinfier Plains Region(-20,21)",3
"light_com_lantern_sweetie3","World","Isinfier Plains Region(-20,21)",3
"light_com_sconce_01","Interior","Raven Rock, Afer Flaccus' House",1
"light_com_sconce_01","Interior","Raven Rock, Bar",4
"light_com_sconce_01","Interior","Raven Rock, Factor's Estate",1
"light_com_sconce_01","Interior","Raven Rock, Garnas Uvalen's House",1
"light_com_sconce_01","Interior","Raven Rock, Gidar Verothan's House",3
"light_com_sconce_01","Interior","Raven Rock, Gratian Caerellius' House",3
"light_com_sconce_01","Interior","Raven Rock, Sabinus Oranius' House",1
"light_com_sconce_01","Interior","Raven Rock, Sados Relothan's House",1
"light_com_sconce_01","Interior","Raven Rock, Seler Favelnim's House",2
"light_com_sconce_01","Interior","Raven Rock, Smith",3
"light_com_sconce_01","Interior","Raven Rock, Trader",4
"light_com_sconce_01","Interior","Raven Rock, Uryn Maren's House",1
"light_com_sconce_01","Interior","Raven Rock, Vacant House",3
"light_com_sconce_01_77","Interior","Fort Frostmoth, Armory",4
"light_com_sconce_01_77","Interior","Fort Frostmoth, Curtain Wall",8
"light_com_sconce_01_77","Interior","Fort Frostmoth, General Quarters",18
"light_com_sconce_01_77","Interior","Fort Frostmoth, General Quarters, Upper Level",8
"light_com_sconce_01_77","Interior","Fort Frostmoth, Imperial Cult Shrine",4
"light_com_sconce_02_128","Interior","Fort Frostmoth, Armory",9
"light_com_sconce_02_128","Interior","Fort Frostmoth, Carius' Chambers",5
"light_com_sconce_02_128","Interior","Fort Frostmoth, Curtain Wall",8
"light_com_sconce_02_128","Interior","Fort Frostmoth, General Quarters",6
"light_com_sconce_02_128","Interior","Fort Frostmoth, General Quarters, Upper Level",6
"light_com_sconce_02_128","Interior","Fort Frostmoth, Imperial Cult Shrine",12
"light_com_sconce_02_128","Interior","Fort Frostmoth, Prison",6
"light_com_sconce_02_128","Interior","Fort Frostmoth, Supply Room",6
"light_com_torch_01_128","Interior","Skaal Village, The Greathall",13
"light_com_torch_01_128","Interior","Solstheim, Thirsk",5
"light_com_wall_01","Interior","Raven Rock, Smith",1
"light_dae_brazier00","Interior","Solstheim, Mortrag Glacier: Huntsman's Hall",10
"light_dae_brazier00","Interior","Solstheim, Mortrag Glacier: Inner Ring",4
"light_dae_brazier00","Interior","Solstheim, Mortrag Glacier: Outer Ring",5
"light_dae_brazier_320","Interior","Solstheim, Mortrag Glacier: Entry",4
"light_dae_brazier_320","Interior","Solstheim, Mortrag Glacier: Inner Ring",1
"light_dae_censer","Interior","Solstheim, Mortrag Glacier: Huntsman's Hall",4
"light_de_candle_03_64","Interior","Skaal Village, Ice-Mane's Hut",1
"light_de_candle_03_64","Interior","Skaal village, Snedbrir the Smith",1
"light_de_candle_04","Interior","Raven Rock, Vacant House",2
"light_de_candle_05","Interior","Raven Rock, Bar",1
"light_de_candle_05","Interior","Raven Rock, Trader",1
"light_de_candle_06_64","Interior","Skaal Village, Shaman's Hut",1
"light_de_candle_07","Interior","Solstheim, Gloomy Cave",1
"light_de_candle_07_64","Interior","Raven Rock, Seler Favelnim's House",2
"light_de_candle_08_64","Interior","Raven Rock, Smith",1
"light_de_candle_08_64","Interior","Raven Rock, Trader",1
"light_de_candle_09","Interior","Raven Rock, Factor's Estate",5
"light_de_candle_09","Interior","Raven Rock, Gidar Verothan's House",4
"light_de_candle_09","Interior","Raven Rock, Gratian Caerellius' House",1
"light_de_candle_09","Interior","Raven Rock, Uryn Maren's House",1
"light_de_candle_16_64","Interior","Skaal Village, Rigmor's Hut",3
"light_de_candle_16_64","Interior","Skaal Village, The Blodskaal's House",2
"light_dwrv_neon01","Interior","Mark's Script Testing Cell",23
"light_logpile10","Interior","Skaal Village, Bronrod the Roarer's House",1
"light_logpile10","Interior","Skaal Village, Erna the Quiet's House",1
"light_logpile10","Interior","Skaal Village, Ice-Mane's Hut",1
"light_logpile10","Interior","Skaal Village, Ingmar's House",1
"light_logpile10","Interior","Skaal Village, Lassnr's House",2
"light_logpile10","Interior","Skaal Village, Rigmor's Hut",1
"light_logpile10","Interior","Skaal Village, Shaman's Hut",1
"light_logpile10","Interior","Skaal Village, The Blodskaal's House",1
"light_logpile10","Interior","Skaal village, Snedbrir the Smith",1
"light_logpile10","Interior","Solstheim, Graring's House",1
"light_logpile10","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"light_logpile_177","Interior","Raven Rock, Bar",1
"light_logpile_177","Interior","Raven Rock, Factor's Estate",1
"light_logpile_177","Interior","Raven Rock, Sados Relothan's House",1
"light_logpile_177","Interior","Raven Rock, Smith",1
"light_pitfire00","Interior","Draugr Test",1
"light_pitfire00","Interior","Solstheim, Ulfgar the Unending's Dwelling",1
"light_pitfire01","Interior","Solstheim, Gandrung Caverns",2
"light_pitfire01","Interior","Solstheim, Geilir the Mumbling's Dwelling",1
"light_pitfire01","Interior","Solstheim, Gloomy Cave",1
"light_pitfire01","Interior","Solstheim, Kjolver's Dwelling",1
"light_pitfire01","Interior","Solstheim, Kolfinna's Dwelling",1
"light_pitfire01","World","Isinfier Plains Region(-21,21)",1
"light_pitfire01","World","Isinfier Plains Region(-23,22)",1
"light_sconce10_128","Interior","Solstheim, Aesliip's Lair",1
"light_sconce10_128","Interior","Solstheim, Legge",10
"light_sconce10_128","Interior","Solstheim, Sjobal",2
"light_sconce10_128","Interior","Solstheim, Skygge",1
"light_sconce10_200","Interior","Solstheim, Benkongerike",1
"light_sconce10_256","Interior","Solstheim, Aesliip's Lair",2
"light_tikitorch00","Interior","Raven Rock, Abandoned Mine Shaft",6
"light_tikitorch00","Interior","Raven Rock, Mine",14
"light_tikitorch00","Interior","Solstheim, Ulfgar the Unending's Dwelling",1
"light_tikitorch003","Interior","Raven Rock, Mine Entrance",6
"light_tikitorch003","Interior","Raven Rock, Mine",38
"light_tikitorch003","Interior","Solstheim, Sjobal",3
"light_tikitorch00_256","Interior","Solstheim, Caves of Fjalding",3
"light_tikitorch00_256","Interior","Solstheim, Gloomy Cave",1
"light_tikitorch128","Interior","Solstheim, Castle Karstaag, Caverns of Karstaag",1
"light_tikitorch128","Interior","Solstheim, Domme",6
"light_tikitorch128","Interior","Solstheim, Geilir the Mumbling's Dwelling",2
"light_tikitorch128","Interior","Solstheim, Skygge",3
"light_tikitorch256","Interior","Solstheim, Domme",3
"light_tikitorch_1024","Interior","Draugr Test",3
"light_tikitorch_512","Interior","Draugr Test",2
"light_torch_01","World","Fort Frostmoth(-22,16)",4
"light_torch_01","World","Fort Frostmoth(-22,17)",7
"light_torch_01","World","Raven Rock(-25,19)",2
"louis beauchamp","World","Ald-ruhn(-2,6)",1
"lucky_coin","Interior","Raven Rock, Smith",1
"m'nashi","World","Isinfier Plains Region(-20,21)",1
"manabi virith","World","Isinfier Plains Region(-24,23)",1
"manolos virith","World","Isinfier Plains Region(-24,23)",1
"mazorn gro-gar","Interior","Solstheim, Gandrung Caverns",1
"miner's pick","Interior","Raven Rock, Supply Ship",6
"mirisa","Interior","Solstheim, Thirsk",1
"misc_beaker_01","Interior","Raven Rock, Trader",2
"misc_clothbolt_01","Interior","Skaal Village, Erna the Quiet's House",2
"misc_clothbolt_03","Interior","Raven Rock, Smith",3
"misc_com_basket_01","Interior","Fort Frostmoth, Armory",1
"misc_com_basket_01","Interior","Fort Frostmoth, General Quarters",1
"misc_com_basket_01","Interior","Fort Frostmoth, Supply Room",5
"misc_com_basket_01","Interior","Raven Rock, Gidar Verothan's House",1
"misc_com_basket_01","World","Skaal Village(-20,25)",1
"misc_com_basket_01","World","Thirsk(-19,23)",1
"misc_com_basket_02","Interior","Fort Frostmoth, Armory",2
"misc_com_basket_02","Interior","Fort Frostmoth, General Quarters",2
"misc_com_basket_02","Interior","Fort Frostmoth, Supply Room",3
"misc_com_basket_02","Interior","Raven Rock, Bar",1
"misc_com_basket_02","Interior","Raven Rock, Trader",1
"misc_com_bottle_01","Interior","Raven Rock, Gidar Verothan's House",1
"misc_com_bottle_01","Interior","Raven Rock, Trader",1
"misc_com_bottle_01","Interior","Raven Rock, Vacant House",1
"misc_com_bottle_01","Interior","Solstheim, Gloomy Cave",1
"misc_com_bottle_02","Interior","Raven Rock, Afer Flaccus' House",1
"misc_com_bottle_02","Interior","Raven Rock, Garnas Uvalen's House",1
"misc_com_bottle_02","Interior","Raven Rock, Sabinus Oranius' House",1
"misc_com_bottle_02","Interior","Raven Rock, Sados Relothan's House",1
"misc_com_bottle_02","Interior","Raven Rock, Uryn Maren's House",1
"misc_com_bottle_02","Interior","Raven Rock, Vacant House",3
"misc_com_bottle_02","Interior","Skaal Village, Ice-Mane's Hut",1
"misc_com_bottle_02","Interior","Solstheim, Castle Karstaag, Banquet Hall",3
"misc_com_bottle_02","Interior","Solstheim, Gandrung Caverns",2
"misc_com_bottle_02","Interior","Solstheim, Geilir the Mumbling's Dwelling",2
"misc_com_bottle_02","Interior","Solstheim, Kjolver's Dwelling",1
"misc_com_bottle_03","Interior","Raven Rock, Smith",2
"misc_com_bottle_03","Interior","Raven Rock, SouthEast Storehouse",3
"misc_com_bottle_03","Interior","Raven Rock, Vacant House",3
"misc_com_bottle_03","Interior","Solstheim, Gloomy Cave",1
"misc_com_bottle_05","Interior","Fort Frostmoth, Armory",1
"misc_com_bottle_05","Interior","Fort Frostmoth, General Quarters, Upper Level",2
"misc_com_bottle_05","Interior","Raven Rock, Bar",9
"misc_com_bottle_05","Interior","Raven Rock, Gidar Verothan's House",1
"misc_com_bottle_05","Interior","Raven Rock, Trader",7
"misc_com_bottle_05","Interior","Raven Rock, Vacant House",4
"misc_com_bottle_05","Interior","Solstheim, Ulfgar the Unending's Dwelling",1
"misc_com_bottle_06","Interior","Fort Frostmoth, General Quarters, Upper Level",3
"misc_com_bottle_06","Interior","Raven Rock, Bar",3
"misc_com_bottle_06","Interior","Raven Rock, Factor's Estate",1
"misc_com_bottle_06","Interior","Raven Rock, Seler Favelnim's House",1
"misc_com_bottle_06","Interior","Raven Rock, Smith",1
"misc_com_bottle_06","Interior","Raven Rock, Vacant House",2
"misc_com_bottle_06","Interior","Solstheim, Gandrung Caverns",1
"misc_com_bottle_06","Interior","Solstheim, Geilir the Mumbling's Dwelling",1
"misc_com_bottle_06","Interior","Solstheim, Kjolver's Dwelling",1
"misc_com_bottle_07","Interior","Raven Rock, Bar",4
"misc_com_bottle_07","Interior","Raven Rock, Factor's Estate",1
"misc_com_bottle_07","Interior","Raven Rock, Garnas Uvalen's House",1
"misc_com_bottle_07","Interior","Raven Rock, Gidar Verothan's House",1
"misc_com_bottle_07","Interior","Raven Rock, Sados Relothan's House",1
"misc_com_bottle_07","Interior","Raven Rock, Seler Favelnim's House",1
"misc_com_bottle_07","Interior","Raven Rock, Uryn Maren's House",1
"misc_com_bottle_07","Interior","Raven Rock, Vacant House",2
"misc_com_bottle_07","Interior","Solstheim, Castle Karstaag, Banquet Hall",3
"misc_com_bottle_09","Interior","Fort Frostmoth, Carius' Chambers",1
"misc_com_bottle_09","Interior","Fort Frostmoth, General Quarters, Upper Level",2
"misc_com_bottle_09","Interior","Raven Rock, Gidar Verothan's House",2
"misc_com_bottle_09","Interior","Raven Rock, South Storehouse",2
"misc_com_bottle_09","Interior","Raven Rock, Trader",6
"misc_com_bottle_09","Interior","Raven Rock, Vacant House",3
"misc_com_bottle_09","Interior","Solstheim, Geilir the Mumbling's Dwelling",1
"misc_com_bottle_09","Interior","Solstheim, Kjolver's Dwelling",1
"misc_com_bottle_10","Interior","Fort Frostmoth, Armory",5
"misc_com_bottle_10","Interior","Fort Frostmoth, General Quarters",5
"misc_com_bottle_10","Interior","Fort Frostmoth, Supply Room",10
"misc_com_bottle_10","Interior","Raven Rock, Afer Flaccus' House",3
"misc_com_bottle_10","Interior","Raven Rock, Bar",9
"misc_com_bottle_10","Interior","Raven Rock, Factor's Estate",2
"misc_com_bottle_10","Interior","Raven Rock, Garnas Uvalen's House",4
"misc_com_bottle_10","Interior","Raven Rock, Gidar Verothan's House",3
"misc_com_bottle_10","Interior","Raven Rock, Sabinus Oranius' House",3
"misc_com_bottle_10","Interior","Raven Rock, Sados Relothan's House",3
"misc_com_bottle_10","Interior","Raven Rock, Uryn Maren's House",6
