Reference, Cell Type, Cell Name, Count
"in_moldtrans_00","Interior","Old Mournhold: Manor District",4
"in_moldtrans_00","Interior","Old Mournhold: Moril Manor, Courtyard",1
"in_moldtrans_00","Interior","Old Mournhold: Residential Ruins",1
"in_moldtrans_00","Interior","Old Mournhold: Tears of Amun-Shae",2
"in_moldtrans_00","Interior","Old Mournhold: Temple Catacombs",1
"in_moldtrans_00","Interior","Old Mournhold: Temple Crypt",3
"in_moldtrans_00","Interior","Old Mournhold: Temple Gardens",4
"in_moldtrans_00","Interior","Old Mournhold: Temple Sewers East",2
"in_moldtrans_00","Interior","Old Mournhold: Temple Shrine",3
"in_mud_rock_01","Interior","Sotha Sil, Outer Flooded Halls",2
"in_mud_rock_02","Interior","Sotha Sil, Outer Flooded Halls",2
"in_mud_rock_03","Interior","Sotha Sil, Outer Flooded Halls",2
"in_mud_rock_04","Interior","Sotha Sil, Outer Flooded Halls",7
"in_mud_rock_05","Interior","Sotha Sil, Outer Flooded Halls",2
"in_mud_rock_06","Interior","Sotha Sil, Outer Flooded Halls",1
"in_mud_rock_07","Interior","Sotha Sil, Outer Flooded Halls",1
"in_nord_doorf_01","Interior","Pelagiad, Ignatius Flaccus' House",2
"in_nord_house_01","Interior","Pelagiad, Ignatius Flaccus' House",1
"in_py_rock_01","Interior","Norenen-dur",2
"in_py_rock_01","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_01","Interior","Norenen-dur, The Teeth that Gnash",4
"in_py_rock_01","Interior","Norenen-dur, The Wailingdelve",3
"in_py_rock_02","Interior","Norenen-dur",2
"in_py_rock_02","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_02","Interior","Norenen-dur, The Wailingdelve",3
"in_py_rock_03","Interior","Norenen-dur",2
"in_py_rock_03","Interior","Norenen-dur, The Grand Stair",2
"in_py_rock_03","Interior","Norenen-dur, The Wailingdelve",4
"in_py_rock_04","Interior","Norenen-dur",4
"in_py_rock_04","Interior","Norenen-dur, Basilica of Divine Whispers",19
"in_py_rock_04","Interior","Norenen-dur, The Grand Stair",3
"in_py_rock_04","Interior","Norenen-dur, The Teeth that Gnash",3
"in_py_rock_04","Interior","Norenen-dur, The Wailingdelve",53
"in_py_rock_05","Interior","Norenen-dur",4
"in_py_rock_05","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_05","Interior","Norenen-dur, The Teeth that Gnash",2
"in_py_rock_05","Interior","Norenen-dur, The Wailingdelve",5
"in_py_rock_06","Interior","Norenen-dur",3
"in_py_rock_06","Interior","Norenen-dur, The Grand Stair",3
"in_py_rock_06","Interior","Norenen-dur, The Wailingdelve",4
"in_py_rock_07","Interior","Norenen-dur",1
"in_py_rock_07","Interior","Norenen-dur, Basilica of Divine Whispers",32
"in_py_rock_07","Interior","Norenen-dur, The Grand Stair",3
"in_py_rock_07","Interior","Norenen-dur, The Teeth that Gnash",5
"in_py_rock_07","Interior","Norenen-dur, The Wailingdelve",18
"in_py_rock_08","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_09","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_09","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_10","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_11","Interior","Norenen-dur, The Wailingdelve",4
"in_py_rock_12","Interior","Norenen-dur",1
"in_py_rock_12","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_12","Interior","Norenen-dur, The Teeth that Gnash",2
"in_py_rock_12","Interior","Norenen-dur, The Wailingdelve",3
"in_py_rock_13","Interior","Norenen-dur",1
"in_py_rock_13","Interior","Norenen-dur, Basilica of Divine Whispers",3
"in_py_rock_13","Interior","Norenen-dur, The Grand Stair",2
"in_py_rock_13","Interior","Norenen-dur, The Teeth that Gnash",1
"in_py_rock_14","Interior","Norenen-dur",1
"in_py_rock_14","Interior","Norenen-dur, Basilica of Divine Whispers",6
"in_py_rock_14","Interior","Norenen-dur, The Teeth that Gnash",2
"in_py_rock_14","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_15","Interior","Norenen-dur",1
"in_py_rock_15","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_16","Interior","Norenen-dur",1
"in_py_rock_17","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_19","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_20","Interior","Norenen-dur",1
"in_py_rock_20","Interior","Norenen-dur, Citadel of Myn Dhrur",3
"in_py_rock_21","Interior","Norenen-dur, Basilica of Divine Whispers",2
"in_py_rock_21","Interior","Norenen-dur, The Wailingdelve",4
"in_py_rock_22","Interior","Norenen-dur",2
"in_py_rock_22","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_22","Interior","Norenen-dur, The Teeth that Gnash",2
"in_py_rock_23","Interior","Norenen-dur, Basilica of Divine Whispers",6
"in_py_rock_23","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"in_py_rock_23","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_25","Interior","Norenen-dur, The Grand Stair",1
"in_py_rock_26","Interior","Norenen-dur, The Teeth that Gnash",2
"in_py_rock_27","Interior","Norenen-dur",1
"in_py_rock_27","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_py_rock_27","Interior","Norenen-dur, Citadel of Myn Dhrur",8
"in_py_rock_27","Interior","Norenen-dur, The Teeth that Gnash",6
"in_py_rock_27","Interior","Norenen-dur, The Wailingdelve",1
"in_py_rock_28","Interior","Norenen-dur",1
"in_py_rock_28","Interior","Norenen-dur, Basilica of Divine Whispers",8
"in_py_rock_28","Interior","Norenen-dur, The Grand Stair",4
"in_py_rock_28","Interior","Norenen-dur, The Wailingdelve",3
"in_pycave2_00","Interior","Norenen-dur",1
"in_pycave2_01","Interior","Norenen-dur",1
"in_pycave2_03","Interior","Norenen-dur",1
"in_pycave2_05","Interior","Norenen-dur",4
"in_pycave2_06","Interior","Norenen-dur",2
"in_pycave2_s_01","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave2_s_02","Interior","Norenen-dur, The Wailingdelve",2
"in_pycave2_s_03","Interior","Norenen-dur, The Wailingdelve",2
"in_pycave2_s_05","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave4_00","Interior","Norenen-dur",1
"in_pycave_01","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave_04","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"in_pycave_04","Interior","Norenen-dur, The Teeth that Gnash",1
"in_pycave_05","Interior","Norenen-dur",1
"in_pycave_06","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave_10","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave_13","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave_21_1","Interior","Norenen-dur, Basilica of Divine Whispers",3
"in_pycave_27","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_pycave_27","Interior","Norenen-dur, The Grand Stair",1
"in_pycave_27","Interior","Norenen-dur, The Wailingdelve",1
"in_pycave_28_1","Interior","Norenen-dur, Basilica of Divine Whispers",1
"in_pycave_28_1","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"in_pycave_28_1","Interior","Norenen-dur, The Teeth that Gnash",3
"in_pycave_lroom2_00","Interior","Norenen-dur",6
"in_pycave_lroom3_00","Interior","Norenen-dur",4
"in_pycave_lroom3_01","Interior","Norenen-dur",1
"in_pycave_lroom4_01","Interior","Norenen-dur",2
"in_pycave_lroom4_02","Interior","Norenen-dur",1
"in_pycave_lroom4_05","Interior","Norenen-dur",2
"in_pytrans_00","Interior","Norenen-dur",4
"in_pytrans_00","Interior","Norenen-dur, The Teeth that Gnash",1
"in_sotha_altar00","Interior","Sotha Sil, Chamber of Sohleh",24
"in_sotha_altar00","Interior","Sotha Sil, Hall of Delirium",50
"in_sotha_altar00","Interior","Sotha Sil, Hall of Mileitho",46
"in_sotha_altar00","Interior","Sotha Sil, Hall of Sallaemu",22
"in_sotha_altar00","Interior","Sotha Sil, Hall of Theuda",22
"in_sotha_bladeroom","Interior","Sotha Sil, Dome of Kasia",1
"in_sotha_corr1","Interior","Sotha Sil, Hall of Mileitho",6
"in_sotha_corr2_00","Interior","Sotha Sil, Chamber of Sohleh",4
"in_sotha_corr2_00","Interior","Sotha Sil, Hall of Delirium",6
"in_sotha_corr2_00","Interior","Sotha Sil, Hall of Mileitho",3
"in_sotha_corr2_01","Interior","Sotha Sil, Chamber of Sohleh",3
"in_sotha_corr2_01","Interior","Sotha Sil, Hall of Delirium",8
"in_sotha_corr2_01","Interior","Sotha Sil, Hall of Theuda",1
"in_sotha_corr2_stairs","Interior","Sotha Sil, Chamber of Sohleh",4
"in_sotha_corr2_stairs","Interior","Sotha Sil, Hall of Delirium",6
"in_sotha_corr2_stairs","Interior","Sotha Sil, Hall of Mileitho",3
"in_sotha_corr2_stairs","Interior","Sotha Sil, Hall of Sallaemu",1
"in_sotha_corr4_00","Interior","Sotha Sil, Chamber of Sohleh",7
"in_sotha_corr4_00","Interior","Sotha Sil, Hall of Delirium",15
"in_sotha_corr4_00","Interior","Sotha Sil, Hall of Mileitho",20
"in_sotha_corr4_00","Interior","Sotha Sil, Hall of Sallaemu",17
"in_sotha_corr4_00","Interior","Sotha Sil, Hall of Theuda",14
"in_sotha_corr_dj00","Interior","Sotha Sil, Chamber of Sohleh",2
"in_sotha_corr_dj00","Interior","Sotha Sil, Hall of Delirium",4
"in_sotha_corr_dj00","Interior","Sotha Sil, Hall of Mileitho",4
"in_sotha_corr_dj00","Interior","Sotha Sil, Hall of Sallaemu",2
"in_sotha_corr_dj00","Interior","Sotha Sil, Hall of Theuda",2
"in_sotha_corr_trap","Interior","Sotha Sil, Hall of Delirium",2
"in_sotha_corr_wall00","Interior","Sotha Sil, Chamber of Sohleh",11
"in_sotha_corr_wall00","Interior","Sotha Sil, Hall of Delirium",18
"in_sotha_corr_wall00","Interior","Sotha Sil, Hall of Mileitho",22
"in_sotha_corr_wall00","Interior","Sotha Sil, Hall of Sallaemu",22
"in_sotha_corr_wall00","Interior","Sotha Sil, Hall of Theuda",20
"in_sotha_dome00","Interior","Sotha Sil, Dome of Serlyn",1
"in_sotha_dome00","Interior","Sotha Sil, Dome of the Imperfect",1
"in_sotha_door_broke","Interior","Sotha Sil, Central Gearworks",1
"in_sotha_doorjam00","Interior","Sotha Sil, Central Gearworks",3
"in_sotha_doorjam00","Interior","Sotha Sil, Dome of Kasia",1
"in_sotha_doorjam00","Interior","Sotha Sil, Dome of Serlyn",1
"in_sotha_doorjam00","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_doorjam00","Interior","Sotha Sil, Dome of Udok",1
"in_sotha_doorjam00","Interior","Sotha Sil, Dome of the Imperfect",2
"in_sotha_dorjam_oil00","Interior","Sotha Sil, Dome of Udok",1
"in_sotha_gear00","Interior","Sotha Sil, Hall of Delirium",2
"in_sotha_gear00","Interior","Sotha Sil, Hall of Mileitho",2
"in_sotha_gear00","Interior","Sotha Sil, Hall of Sallaemu",2
"in_sotha_gear00","Interior","Sotha Sil, Hall of Theuda",4
"in_sotha_gear00","Interior","Sotha Sil, Inner Flooded Halls",1
"in_sotha_gear00","Interior","Sotha Sil, Outer Flooded Halls",2
"in_sotha_gear01","Interior","Sotha Sil, Hall of Delirium",3
"in_sotha_gear01","Interior","Sotha Sil, Hall of Mileitho",4
"in_sotha_gear01","Interior","Sotha Sil, Hall of Sallaemu",4
"in_sotha_gear01","Interior","Sotha Sil, Hall of Theuda",4
"in_sotha_gear01","Interior","Sotha Sil, Outer Flooded Halls",2
"in_sotha_gear02","Interior","Sotha Sil, Central Gearworks",1
"in_sotha_gear02","Interior","Sotha Sil, Hall of Delirium",3
"in_sotha_gear02","Interior","Sotha Sil, Hall of Mileitho",3
"in_sotha_gear02","Interior","Sotha Sil, Hall of Sallaemu",3
"in_sotha_gear02","Interior","Sotha Sil, Hall of Theuda",3
"in_sotha_gear02","Interior","Sotha Sil, Inner Flooded Halls",1
"in_sotha_gear02","Interior","Sotha Sil, Outer Flooded Halls",1
"in_sotha_gear03","Interior","Sotha Sil, Dome of Serlyn",1
"in_sotha_gear03","Interior","Sotha Sil, Hall of Delirium",3
"in_sotha_gear03","Interior","Sotha Sil, Hall of Mileitho",2
"in_sotha_gear03","Interior","Sotha Sil, Hall of Sallaemu",2
"in_sotha_gear03","Interior","Sotha Sil, Hall of Theuda",3
"in_sotha_gear03","Interior","Sotha Sil, Inner Flooded Halls",1
"in_sotha_gear03","Interior","Sotha Sil, Outer Flooded Halls",1
"in_sotha_gear_chamber00","Interior","Sotha Sil, Central Gearworks",1
"in_sotha_lab00","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_lab_panel00","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_mon_mach","Interior","Sotha Sil, Dome of Serlyn",1
"in_sotha_mon_mach","Interior","Sotha Sil, Hall of Sallaemu",1
"in_sotha_oilcan00","Interior","Sotha Sil, Dome of Udok",1
"in_sotha_pillar_wings00","Interior","Sotha Sil, Central Gearworks",1
"in_sotha_pillars01","Interior","Sotha Sil, Dome of Serlyn",1
"in_sotha_pillars01","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_plank_oil00","Interior","Sotha Sil, Dome of Udok",1
"in_sotha_pre1_00","Interior","Sotha Sil, Inner Flooded Halls",3
"in_sotha_pre1_00","Interior","Sotha Sil, Outer Flooded Halls",4
"in_sotha_pre2_00","Interior","Sotha Sil, Inner Flooded Halls",14
"in_sotha_pre2_00","Interior","Sotha Sil, Outer Flooded Halls",6
"in_sotha_pre2_01","Interior","Sotha Sil, Inner Flooded Halls",10
"in_sotha_pre2_01","Interior","Sotha Sil, Outer Flooded Halls",16
"in_sotha_pre2_02","Interior","Sotha Sil, Inner Flooded Halls",2
"in_sotha_pre2_02","Interior","Sotha Sil, Outer Flooded Halls",2
"in_sotha_pre2_trap00","Interior","Sotha Sil, Inner Flooded Halls",3
"in_sotha_pre2_trap00","Interior","Sotha Sil, Outer Flooded Halls",1
"in_sotha_pre2_wall00","Interior","Sotha Sil, Outer Flooded Halls",10
"in_sotha_pre4_00","Interior","Sotha Sil, Inner Flooded Halls",7
"in_sotha_pre4_00","Interior","Sotha Sil, Outer Flooded Halls",13
"in_sotha_pre_arch00","Interior","Sotha Sil, Inner Flooded Halls",7
"in_sotha_pre_arch00","Interior","Sotha Sil, Outer Flooded Halls",7
"in_sotha_pre_load","Interior","Sotha Sil, Outer Flooded Halls",1
"in_sotha_resistor00","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_sil00","Interior","Sotha Sil, Dome of Sotha Sil",1
"in_sotha_spiral_stair","Interior","Sotha Sil, Central Gearworks",1
"in_sotha_stairs00","Interior","Sotha Sil, Dome of Kasia",1
"in_tomb_all_lev+0","Interior","Old Mournhold: Temple Sewers East",1
"in_tomb_all_lev+2","Interior","Old Mournhold: Temple Sewers East",3
"in_tomb_all_lev-2","Interior","Old Mournhold: Temple Sewers East",1
"in_tomb_all_lev_trib","Interior","Norenen-dur, The Grand Stair",3
"in_tomb_all_lev_trib","Interior","Norenen-dur, The Teeth that Gnash",1
"in_tomb_all_lev_trib","Interior","Old Mournhold: Bazaar Sewers",4
"in_tomb_all_lev_trib","Interior","Old Mournhold: Palace Sewers",1
"in_tomb_all_lev_trib","Interior","Old Mournhold: Temple Catacombs",2
"in_tomb_all_lev_trib","Interior","Old Mournhold: Temple Crypt",2
"in_tomb_all_lev_trib","Interior","Old Mournhold: Temple Sewers East",2
"in_tomb_all_lev_trib","Interior","Old Mournhold: Temple Sewers",4
"in_tomb_bone_lev+2","Interior","Old Mournhold: Temple Sewers",1
"in_tomb_bone_lev-2","Interior","Old Mournhold: Temple Sewers East",1
"in_tomb_skele_lev+0","Interior","Old Mournhold: Bazaar Sewers",1
"in_tomb_skele_lev+0","Interior","Old Mournhold: Temple Crypt",1
"in_tomb_skele_lev+2","Interior","Old Mournhold: Palace Sewers",1
"in_tomb_skele_lev+2","Interior","Old Mournhold: Temple Catacombs",1
"in_tomb_skele_lev+2","Interior","Old Mournhold: Temple Crypt",1
"in_tomb_skele_lev+2","Interior","Old Mournhold: Temple Sewers East",3
"in_vs_pitfloor_01","Interior","Mournhold, Temple Courtyard",3
"ingred_ash_yam_01","Interior","Mournhold, Geon Auline's House",2
"ingred_bread_01","Interior","Mournhold, Pawnbroker",3
"ingred_bread_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",1
"ingred_bread_01","Interior","Old Mournhold: Teran Hall",1
"ingred_bread_01","Interior","Old Mournhold: West Sewers",1
"ingred_coprinus_01","Interior","Mournhold, Magic Shop",1
"ingred_daedra_skin_01","Interior","Mournhold, Secret Office",2
"ingred_fire_petal_01","Interior","Old Mournhold: Abandoned Passageway",1
"ingred_fire_salts_01","Interior","Mournhold, Ignatius Flaccus' House",1
"ingred_fire_salts_01","Interior","Mournhold, Magic Shop",1
"ingred_guar_hide_01","Interior","Mournhold, Secret Office",6
"ingred_heather_01","Interior","Mournhold, Great Bazaar",1
"ingred_heather_01","Interior","Mournhold, Ignatius Flaccus' House",1
"ingred_heather_01","Interior","Mournhold, Magic Shop",1
"ingred_hound_meat_01","Interior","Mournhold, Pawnbroker",1
"ingred_kagouti_hide_01","Interior","Mournhold, Secret Office",4
"ingred_netch_leather_01","Interior","Mournhold, Craftsmen's Hall",2
"ingred_netch_leather_01","Interior","Mournhold, Secret Office",3
"ingred_raw_ebony_01","Interior","Mournhold, Craftsmen's Hall",2
"ingred_raw_glass_01","Interior","Mournhold, Craftsmen's Hall",1
"ingred_red_lichen_01","Interior","Mournhold, Great Bazaar",1
"ingred_ruby_01","Interior","Old Mournhold: Abandoned Passageway",1
"ingred_russula_01","Interior","Mournhold, Magic Shop",1
"ingred_saltrice_01","Interior","Mournhold, Pawnbroker",1
"ingred_scamp_skin_01","Interior","Mournhold, Secret Office",1
"ingred_scrap_metal_01","Interior","Bamz-Amschend, Hall of Winds",5
"ingred_scrap_metal_01","Interior","Bamz-Amschend, Radac's Forge",3
"ingred_scrap_metal_01","Interior","Pelagiad, Ignatius Flaccus' House",3
"ingred_scrib_jelly_01","Interior","Mournhold, Great Bazaar",1
"ingred_scrib_jelly_01","Interior","Mournhold, Pawnbroker",1
"ingred_shalk_resin_01","Interior","Mournhold, Great Bazaar",1
"ingred_sload_soap_01","Interior","Mournhold, Great Bazaar",1
"ingred_vampire_dust_01","Interior","Mournhold, Great Bazaar",1
"iron arrow","Interior","Old Mournhold: Moril Manor, Courtyard",3
"iron boots","Interior","Mournhold, Armory",1
"iron broadsword","Interior","Mournhold, Great Bazaar",1
"iron dagger","Interior","Mournhold, Craftsmen's Hall",3
"iron dagger","Interior","Old Mournhold: Teran Hall",1
"iron flameblade","Interior","Mournhold, Craftsmen's Hall",1
"iron longsword","Interior","Mournhold, Pawnbroker",2
"iron mace","Interior","Mournhold, Craftsmen's Hall",1
"iron mace","Interior","Mournhold, Great Bazaar",1
"iron_cuirass","Interior","Mournhold, Craftsmen's Hall",1
"iron_cuirass","Interior","Mournhold, Great Bazaar",1
"iron_helmet","Interior","Mournhold, Armory",1
"iron_helmet","Interior","Mournhold, Great Bazaar",1
"iron_helmet","Interior","Mournhold, Pawnbroker",1
"jodhur","Interior","Mournhold, Great Bazaar",1
"karrod","Interior","Mournhold, Royal Palace Throne Room",1
"katana_goldbrand_unique_x","Interior","Mournhold, Museum of Artifacts",1
"key_dulnea_ralaal","Interior","Mournhold, The Winged Guar",1
"key_dwe_satchel00","Interior","Bamz-Amschend, Hall of Wails",1
"key_trib_dwe00","Interior","Bamz-Amschend, Hall of Wails",1
"key_trib_dwe01","Interior","Bamz-Amschend, Passage of Whispers",1
"key_trib_dwe02","Interior","Bamz-Amschend, Radac's Forge",1
"lich","Interior","Old Mournhold: Abandoned Crypt",7
"lich","Interior","Old Mournhold: Temple Catacombs",2
"lich","Interior","Old Mournhold: Temple Crypt",1
"lich_barilzar","Interior","Old Mournhold: Abandoned Crypt",1
"lich_profane_unique","Interior","Old Mournhold: Temple Shrine",5
"lich_relvel","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"life ring","Interior","Mournhold Temple",1
"light_bar1_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar1_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar2_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar2_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar3_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar3_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar4_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar4_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar5_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar5_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar6_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar6_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar7_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar7_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar8_OUT_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_bar8_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"light_com_candle_04","Interior","Old Mournhold: Tears of Amun-Shae",1
"light_com_candle_04_64","Interior","Old Mournhold: Armory Ruins",1
"light_com_candle_04_64","Interior","Old Mournhold: Moril Manor, East Building",1
"light_com_candle_04_64","Interior","Old Mournhold: Tears of Amun-Shae",1
"light_com_candle_04_64","Interior","Old Mournhold: Temple Gardens",1
"light_com_candle_04_64","Interior","Old Mournhold: Teran Hall, East Bldg",1
"light_com_candle_06_64","Interior","Old Mournhold: Abandoned Passageway",2
"light_com_candle_06_64","Interior","Old Mournhold: Armory Ruins",1
"light_com_candle_06_64","Interior","Old Mournhold: Moril Manor, East Building",1
"light_com_candle_06_64","Interior","Old Mournhold: Tears of Amun-Shae",2
"light_com_candle_06_64","Interior","Old Mournhold: Temple Gardens",2
"light_com_candle_06_64","Interior","Old Mournhold: Teran Hall, East Bldg",2
"light_com_candle_07_64","Interior","Old Mournhold: Armory Ruins",1
"light_com_candle_07_64","Interior","Old Mournhold: Manor District",1
"light_com_candle_07_64","Interior","Old Mournhold: Tears of Amun-Shae",1
"light_com_candle_07_64","Interior","Old Mournhold: Temple Gardens",2
"light_com_candle_07_64","Interior","Old Mournhold: Teran Hall",1
"light_com_candle_07_64","Interior","Old Mournhold: Teran Hall, East Bldg",2
"light_com_candle_07_77","Interior","Mournhold, Bookseller",2
"light_com_candle_07_77","Interior","Mournhold, Craftsmen's Hall",1
"light_com_candle_07_77","Interior","Mournhold, Royal Palace: Jail",1
"light_com_candle_07_77","Interior","Mournhold, Trader",1
"light_com_candle_10_128","Interior","Mournhold, Royal Palace: Imperial Cult Services",2
"light_com_chandelier_01","Interior","Pelagiad, Ignatius Flaccus' House",1
"light_com_lamp_01","Interior","Mournhold, Craftsmen's Hall",2
"light_com_lamp_01","Interior","Mournhold, Royal Palace Throne Room",12
"light_com_lamp_01","Interior","Mournhold, Royal Palace: Guards' Quarters",19
"light_com_lamp_01","Interior","Mournhold, Royal Palace: Helseth's Chambers",5
"light_com_lamp_01","Interior","Mournhold, Royal Palace: Imperial Cult Services",3
"light_com_lamp_01","Interior","Mournhold, Royal Palace: Legion Depot",16
"light_com_lamp_01","Interior","Mournhold, Royal Palace: Reception Area",5
"light_com_lantern_01_128","Interior","Old Mournhold: Moril Manor, East Building",1
"light_com_lantern_02","Interior","Old Mournhold: Armory Ruins",1
"light_com_lantern_02_128","Interior","Old Mournhold: Teran Hall, East Bldg",2
"light_com_rm_chandelier_05","Interior","Mournhold, Royal Palace: Barenziah's Chambers",2
"light_com_rm_chandelier_05","Interior","Mournhold, Royal Palace: Helseth's Chambers",2
"light_com_torch_01_128","Interior","Old Mournhold: Abandoned Passageway",1
"light_com_torch_01_128","Interior","Old Mournhold: Moril Manor, Courtyard",2
"light_com_torch_01_256","Interior","Old Mournhold: Battlefield",6
"light_com_torch_01_256","Interior","Old Mournhold: Bazaar Sewers",11
"light_com_torch_01_256","Interior","Old Mournhold: Forgotten Sewer",4
"light_com_torch_01_256","Interior","Old Mournhold: Gedna Relvel's Tomb",2
"light_com_torch_01_256","Interior","Old Mournhold: Moril Manor, East Building",6
"light_com_torch_01_256","Interior","Old Mournhold: Moril Manor, North Building",6
"light_com_torch_01_256","Interior","Old Mournhold: Palace Sewers",9
"light_com_torch_01_256","Interior","Old Mournhold: Residential Ruins",8
"light_com_torch_01_256","Interior","Old Mournhold: Residential Sewers",13
"light_com_torch_01_256","Interior","Old Mournhold: Temple Sewers East",8
"light_com_torch_01_256","Interior","Old Mournhold: Temple Sewers",18
"light_com_torch_01_256","Interior","Old Mournhold: Teran Hall",8
"light_com_torch_01_256","Interior","Old Mournhold: Teran Hall, East Bldg",4
"light_com_torch_01_256","Interior","Old Mournhold: West Sewers",14
"light_com_torch_01_UNI","Interior","Old Mournhold: Temple Sewers West",10
"light_com_torch_burnedout_01","Interior","Old Mournhold: Abandoned Passageway",1
"light_com_torch_burnedout_01","Interior","Old Mournhold: Battlefield",1
"light_com_torch_burnedout_01","Interior","Old Mournhold: Manor District",2
"light_com_torch_burnedout_01","Interior","Old Mournhold: Teran Hall",2
"light_com_torch_burnedout_UNI","Interior","Old Mournhold: Temple Sewers West",10
"light_dae_brazier00","Interior","Norenen-dur",9
"light_dae_brazier00","Interior","Norenen-dur, Basilica of Divine Whispers",10
"light_dae_brazier00","Interior","Norenen-dur, Citadel of Myn Dhrur",19
"light_dae_brazier00","Interior","Norenen-dur, The Grand Stair",15
"light_dae_brazier00","Interior","Norenen-dur, The Teeth that Gnash",21
"light_dae_brazier_320","Interior","Norenen-dur, The Wailingdelve",2
"light_dae_censer","Interior","Norenen-dur, Basilica of Divine Whispers",5
"light_de_candle_02_64","Interior","Mournhold Temple: Infirmary",2
"light_de_candle_02_64","Interior","Mournhold Temple: Reception Area",1
"light_de_candle_02_64","Interior","Mournhold, Andoren Manor",1
"light_de_candle_02_64","Interior","Mournhold, Armory",2
"light_de_candle_02_64","Interior","Mournhold, Bookseller",1
"light_de_candle_02_64","Interior","Mournhold, Clothier",3
"light_de_candle_02_64","Interior","Mournhold, Craftsmen's Hall",3
"light_de_candle_02_64","Interior","Mournhold, Geon Auline's House",2
"light_de_candle_02_64","Interior","Mournhold, Ignatius Flaccus' House",2
"light_de_candle_02_64","Interior","Mournhold, Llethan Manor",4
"light_de_candle_02_64","Interior","Mournhold, Magic Shop",3
"light_de_candle_02_64","Interior","Mournhold, Museum of Artifacts",1
"light_de_candle_02_64","Interior","Mournhold, Pawnbroker",2
"light_de_candle_02_64","Interior","Mournhold, Royal Palace: Barenziah's Chambers",2
"light_de_candle_02_64","Interior","Mournhold, Royal Palace: Guards' Quarters",5
"light_de_candle_02_64","Interior","Mournhold, Royal Palace: Helseth's Chambers",1
"light_de_candle_02_64","Interior","Mournhold, Royal Palace: Reception Area",1
"light_de_candle_02_64","Interior","Mournhold, Sadri Manor",2
"light_de_candle_02_64","Interior","Mournhold, Secret Office",2
"light_de_candle_02_64","Interior","Mournhold, The Winged Guar",2
"light_de_candle_02_64","Interior","Mournhold, Thendas Manor",2
"light_de_candle_02_64","Interior","Mournhold, Trader",1
"light_de_candle_02_64","Interior","Mournhold, Velas Manor",4
"light_de_candle_03_64","Interior","Mournhold, The Winged Guar",1
